Item,Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Año,Mes,Contrato,Campo,TipoProd,TipoHidrocarburo,PrecioHidrocarburoUSD,PorcRegalia,ProdGravableBlsKpc,VolumenRegaliaBlsKpc,RegaliasCOP,TrmPromedio,RegimenReg
3572,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RECETOR,PAUTO SUR RECETOR,B,O,57.9327,0.12,10775.47,1293.0564,266268478.31,3554.5,ARTICULO 39 LEY 756
3573,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RIO VERDE,BORAL,B,O,47.4585,0.08,17868.21,1429.4568,241136837.57,3554.5,Ley 756 8% variable
3574,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RIO VERDE,TILODIRÁN,B,O,49.7759,0.08,14315.71,1145.2568,202628495.01,3554.5,Ley 756 8% variable
3575,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,2,RIO VERDE,TILODIRÁN,P,O,49.7759,0.06,11992.15,719.529,127305140.89,3554.5,Ley 756 8% variable
3576,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,CAMPO RICO,VIGIA,P,O,53.1175,0.06,4918.45,295.107,56631419.88,3612.77,Ley 756 8% variable
3577,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,CAMPO RICO,VIGIA,P,O,53.1175,0.06,4611.85,276.711,53101203.23,3612.77,Ley 756 8% variable
3578,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,CAMPO RICO,VIGIA SUR,P,O,53.1145,0.06,34.08,2.0448,392377.35,3612.77,Ley 756 8% variable
3579,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,CASANARE,LA GLORIA NORTE,B,O,51.1566,0.2,3478.02,695.604,128559464.56,3612.77,Ley 141 20%
3580,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,CASANARE,MORICHAL,B,O,55.3506,0.2,4628.73,925.746,185120488.79,3612.77,Ley 141 20%
3581,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,CASANARE,TOCARIA,B,O,55.9466,0.2,5850.48,1170.096,236502375.12,3612.77,Ley 141 20%
3582,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,FLOREÑA,QB,G,4.3868,0.2,1410.92,282.184,4472192.94,3612.77,Ley 141 20%
3583,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,FLOREÑA,B,O,60.6721,0.2,6301.27,1260.254,276240546.92,3612.77,Ley 141 20%
3584,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,FLOREÑA,I,O,60.6721,0.08,36201.95,2896.156,634821010.44,3612.77,Ley 756 8% variable
3585,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,FLOREÑA,QB,G,4.3868,0.2,332.71,66.542,1054590.35,3612.77,Ley 141 20%
3586,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,FLOREÑA,B,O,60.6721,0.2,6028.23,1205.646,264270782.16,3612.77,Ley 141 20%
3587,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,FLOREÑA,I,O,60.6721,0.08,34633.3,2770.664,607313873.92,3612.77,Ley 756 8% variable
3588,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,FLOREÑA,QB,G,4.3868,0.2,655,131,2076153,3612.77,Ley 141 20%
3589,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,FLOREÑA,B,O,60.6721,0.2,2550.5,510.1,111811033.48,3612.77,Ley 141 20%
3590,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,FLOREÑA,I,O,60.6721,0.08,14653.08,1172.2464,256949779.15,3612.77,Ley 756 8% variable
3591,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,FLOREÑA MIRADOR,QB,G,4.7764,0.064,1452.31,92.94784,1603910.97,3612.77,Ley 756 8% variable
3592,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,FLOREÑA MIRADOR,B,O,60.6721,0.08,77575.36,6206.0288,1360326403.29,3612.77,Ley 756 8% variable
3593,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,I,G,3.6077,0.085188256,1425647.81,121448.45060411935,1582933640.89,3612.77,Ley 756 8% variable
3594,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,O,60.6721,0.2,40405.6,8081.12,1771335785.98,3612.77,Ley 141 20%
3595,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,O,60.6721,0.12,40405.6,4848.672,1062801472.09,3612.77,ARTICULO 39 LEY 756
3596,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,I,O,60.6721,0.08903564,102683.07,9142.4528546148,2003973943.82,3612.77,Ley 756 8% variable
3597,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,G,3.6077,0.2,133757.65,26751.53,348673832.57,3612.77,Ley 141 20%
3598,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,G,3.6077,0.12,133757.65,16050.918000000001,209204299.8,3612.77,ARTICULO 39 LEY 756
3599,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,I,G,3.6077,0.085188256,665559.11,56697.819845812155,738987495.83,3612.77,Ley 756 8% variable
3600,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,O,60.6721,0.2,19759.69,3951.938,866242451.23,3612.77,Ley 141 20%
3601,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,O,60.6721,0.12,19759.69,2371.1628,519745471.43,3612.77,ARTICULO 39 LEY 756
3602,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,I,O,60.6721,0.08903564,50215.47,4470.9665093508,980010564.74,3612.77,Ley 756 8% variable
3603,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,G,3.6077,0.2,380285.43,76057.086,991312111.89,3612.77,Ley 141 20%
3604,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,G,3.6077,0.12,380285.43,45634.251599999996,594787267.17,3612.77,ARTICULO 39 LEY 756
3605,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,I,G,3.6077,0.085188256,1811438.95,154313.3250009712,2011287522.89,3612.77,Ley 756 8% variable
3606,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,O,60.6721,0.2,57340.57,11468.114,2513745709.82,3612.77,Ley 141 20%
3607,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,O,60.6721,0.12,57340.57,6880.8684,1508247426.26,3612.77,ARTICULO 39 LEY 756
3608,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,I,O,60.6721,0.08903564,145720.02,12974.2752415128,2843887733.52,3612.77,Ley 756 8% variable
3609,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,G,3.6077,0.2,427984.29,85596.858,1115651499.65,3612.77,Ley 141 20%
3610,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,G,3.6077,0.12,427984.29,51358.1148,669390900,3612.77,ARTICULO 39 LEY 756
3611,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,I,G,3.6077,0.085188256,1523283.69,129765.88094434464,1691341283.92,3612.77,Ley 756 8% variable
3612,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,O,60.6721,0.2,51124.71,10224.942,2241249440.26,3612.77,Ley 141 20%
3613,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,O,60.6721,0.12,51124.71,6134.9652,1344749664.6,3612.77,ARTICULO 39 LEY 756
3614,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,I,O,60.6721,0.08903564,129923.58,11567.8290963912,2535602694.96,3612.77,Ley 756 8% variable
3615,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,G,3.6077,0.2,62159.14,12431.828,162033839.33,3612.77,Ley 141 20%
3616,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,G,3.6077,0.12,62159.14,7459.0968,97220303.74,3612.77,ARTICULO 39 LEY 756
3617,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,I,G,3.6077,0.085188256,137526.07,11715.606057833918,152698752.88,3612.77,Ley 756 8% variable
3618,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,O,60.6721,0.2,2582.43,516.486,113210808.54,3612.77,Ley 141 20%
3619,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,B,O,60.6721,0.12,2582.43,309.8916,67926485.57,3612.77,ARTICULO 39 LEY 756
3620,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,PIEDEMONTE,PAUTO SUR,I,O,60.6721,0.08903564,6562.75,584.3186464099999,128079341.1,3612.77,Ley 756 8% variable
3621,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,QB,G,5.6668,0.064,59.02,3.77728,77331.57,3612.77,Ley 756 8% variable
3622,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,B,O,51.1045,0.08,3196.3,255.704,47210323.53,3612.77,Ley 756 8% variable
3623,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,QB,G,5.6668,0.064,91.05,5.8272,119299.33,3612.77,Ley 756 8% variable
3624,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,B,O,51.1045,0.08,2402.3,192.184,35482701.98,3612.77,Ley 756 8% variable
3625,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,QB,G,5.6668,0.064,14.07,0.90048,18435.27,3612.77,Ley 756 8% variable
3626,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,B,O,51.1045,0.08,7736.06,618.8848,114263960.46,3612.77,Ley 756 8% variable
3627,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,QB,G,5.6668,0.2,22.33,4.466,91431.45,3612.77,Ley 141 20%
3628,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,B,O,51.1045,0.2,303.91,60.782,11222107.55,3612.77,Ley 141 20%
3629,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,RECETOR,CUPIAGUA LIRIA,B,O,63.4501,0.2,570.04,114.008,26134124.14,3612.77,Ley 141 20%
3630,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,RECETOR,CUPIAGUA LIRIA,B,O,63.4501,0.12,570.04,68.4048,15680474.57,3612.77,ARTICULO 39 LEY 756
3631,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,RECETOR,PAUTO SUR RECETOR,B,O,61.1431,0.2,12473.77,2494.754,551081072.71,3612.77,Ley 141 20%
3632,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,RECETOR,PAUTO SUR RECETOR,B,O,61.1431,0.12,12473.77,1496.8524,330648643.97,3612.77,ARTICULO 39 LEY 756
3633,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,RIO VERDE,BORAL,B,O,49.8738,0.08,18838.32,1507.0656,271546950.17,3612.77,Ley 756 8% variable
3634,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,RIO VERDE,TILODIRÁN,B,O,51.916,0.08,15304.14,1224.3312,229636254.24,3612.77,Ley 756 8% variable
3635,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,3,RIO VERDE,TILODIRÁN,P,O,51.916,0.06,12759.75,765.585,143593556.68,3612.77,Ley 756 8% variable
3636,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,CAMPO RICO,VIGIA,P,O,52.7848,0.06,5080.79,304.8474,58745828.99,3650.78,Ley 756 8% variable
3637,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,CAMPO RICO,VIGIA,P,O,52.7848,0.06,4541.7,272.502,52512686.52,3650.78,Ley 756 8% variable
3638,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,CAMPO RICO,VIGIA SUR,P,O,52.8146,0.06,35.99,2.1594,416363.37,3650.78,Ley 756 8% variable
3639,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,CASANARE,LA GLORIA NORTE,B,O,50.1612,0.2,3783.17,756.634,138560496.45,3650.78,Ley 141 20%
3640,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,CASANARE,MORICHAL,B,O,54.3433,0.2,4487.66,897.532,178066248.77,3650.78,Ley 141 20%
3641,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,CASANARE,TOCARIA,B,O,54.9393,0.2,5682.9,1136.58,227965325.49,3650.78,Ley 141 20%
3642,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,FLOREÑA,QB,G,4.4176,0.2,736.2,147.24,2374640.36,3650.78,Ley 141 20%
3643,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,FLOREÑA,B,O,59.7221,0.2,5775.67,1155.134,251856462.6,3650.78,Ley 141 20%
3644,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,FLOREÑA,I,O,59.7221,0.08,34600.07,2768.0056,603514483.76,3650.78,Ley 756 8% variable
3645,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,FLOREÑA,QB,G,4.4176,0.2,179.28,35.856,578274.27,3650.78,Ley 141 20%
3646,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,FLOREÑA,B,O,59.7221,0.2,5748.72,1149.744,250681269.22,3650.78,Ley 141 20%
3647,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,FLOREÑA,I,O,59.7221,0.08,34438.64,2755.0912,600698728.09,3650.78,Ley 756 8% variable
3648,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,FLOREÑA,QB,G,4.4176,0.2,336.67,67.334,1085941.37,3650.78,Ley 141 20%
3649,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,FLOREÑA,B,O,59.7221,0.2,2245.61,449.122,97923078.52,3650.78,Ley 141 20%
3650,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,FLOREÑA,I,O,59.7221,0.08,13452.68,1076.2144,234649444.87,3650.78,Ley 756 8% variable
3651,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,FLOREÑA MIRADOR,QB,G,4.8099,0.064,675.45,43.2288,759092.84,3650.78,Ley 756 8% variable
3652,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,FLOREÑA MIRADOR,B,O,59.7221,0.08,71757.4,5740.592,1251634179.8,3650.78,Ley 756 8% variable
3653,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,I,G,3.596,0.085186976,1375178.35,117147.2850971696,1537890791.8,3650.78,Ley 756 8% variable
3654,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,O,59.7221,0.2,38269.81,7653.962,1668810542.36,3650.78,Ley 141 20%
3655,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,O,59.7221,0.12,38269.81,4592.3772,1001286325.67,3650.78,ARTICULO 39 LEY 756
3656,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,I,O,59.7221,0.08941685,102380.79,9154.5677423115,1995990986.5,3650.78,Ley 756 8% variable
3657,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,G,3.596,0.2,122708.01,24541.602,322178219.2,3650.78,Ley 141 20%
3658,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,G,3.596,0.12,122708.01,14724.9612,193306931.73,3650.78,ARTICULO 39 LEY 756
3659,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,I,G,3.596,0.085186976,692289.87,58974.08054073312,774202281.63,3650.78,Ley 756 8% variable
3660,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,O,59.7221,0.2,18661.13,3732.226,813745624.84,3650.78,Ley 141 20%
3661,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,O,59.7221,0.12,18661.13,2239.3356,488247375.43,3650.78,ARTICULO 39 LEY 756
3662,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,I,O,59.7221,0.08941685,49922.92,4463.950249202,973285108.66,3650.78,Ley 756 8% variable
3663,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,G,3.596,0.2,348870.29,69774.058,915982655.54,3650.78,Ley 141 20%
3664,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,G,3.596,0.12,348870.29,41864.4348,549589593.46,3650.78,ARTICULO 39 LEY 756
3665,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,I,G,3.596,0.085186976,1759428.29,149880.37551395103,1967605559.12,3650.78,Ley 756 8% variable
3666,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,O,59.7221,0.2,54251.33,10850.266,2365707889.09,3650.78,Ley 141 20%
3667,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,O,59.7221,0.12,54251.33,6510.1596,1419424733.98,3650.78,ARTICULO 39 LEY 756
3668,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,I,O,59.7221,0.08941685,145135.11,12977.5243606035,2829518812.9,3650.78,Ley 756 8% variable
3669,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,G,3.596,0.2,392628.79,78525.758,1030873571.21,3650.78,Ley 141 20%
3670,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,G,3.596,0.12,392628.79,47115.4548,618524142.81,3650.78,ARTICULO 39 LEY 756
3671,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,I,G,3.596,0.085186976,1424116.84,121316.20707027584,1592619731.62,3650.78,Ley 756 8% variable
3672,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,O,59.7221,0.2,48072.87,9614.574,2096287185.08,3650.78,Ley 141 20%
3673,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,O,59.7221,0.12,48072.87,5768.7444,1257772311.04,3650.78,ARTICULO 39 LEY 756
3674,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,I,O,59.7221,0.08941685,128606.25,11499.5657653125,2507276177.58,3650.78,Ley 756 8% variable
3675,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,G,3.596,0.2,57024.23,11404.846,149720991.14,3650.78,Ley 141 20%
3676,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,G,3.596,0.12,57024.23,6842.9076,89832594.76,3650.78,ARTICULO 39 LEY 756
3677,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,I,G,3.596,0.085186976,132702.06,11304.48720037056,148403496.89,3650.78,Ley 756 8% variable
3678,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,O,59.7221,0.2,2414.86,482.972,105303470.56,3650.78,Ley 141 20%
3679,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,B,O,59.7221,0.12,2414.86,289.7832,63182082.6,3650.78,ARTICULO 39 LEY 756
3680,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,PIEDEMONTE,PAUTO SUR,I,O,59.7221,0.08941685,6460.34,577.6632527290001,125949217.33,3650.78,Ley 756 8% variable
3681,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,QB,G,5.7067,0.2,22.68,4.536,94502.18,3650.78,Ley 141 20%
3682,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,B,O,50.3171,0.2,285.88,57.176,10503040,3650.78,Ley 141 20%
3683,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,QB,G,5.7067,0.064,104.99,6.71936,139990.38,3650.78,Ley 756 8% variable
3684,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,B,O,50.3171,0.08,2283.83,182.7064,33562555.57,3650.78,Ley 756 8% variable
3685,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,QB,G,5.7067,0.064,14.06,0.89984,18747.14,3650.78,Ley 756 8% variable
3686,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,B,O,50.3171,0.08,7569.31,605.5448,111236558.51,3650.78,Ley 756 8% variable
3687,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,QB,G,5.7067,0.064,61.58,3.94112,82108.71,3650.78,Ley 756 8% variable
3688,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,B,O,50.3171,0.08,3045.95,243.676,44762467.6,3650.78,Ley 756 8% variable
3689,CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),2021,4,RECETOR,CUPIAGUA LIRIA,B,O,62.716,0.2,541.84,108.368,24812188.07,3650.78,Ley 141 20%
